  0.125000000      0.500000000       8.97322934E-06
  0.375000000      0.500000000       2.10223388E-05
  0.625000000      0.500000000       2.10223388E-05
  0.875000000      0.500000000       1.75122386E-05
   1.12500000      0.500000000       1.38586747E-05
   1.37500000      0.500000000       1.08172262E-05
   1.62500000      0.500000000       8.44049737E-06
   1.87500000      0.500000000       6.62710499E-06
   2.12500000      0.500000000       5.24984580E-06
   2.37500000      0.500000000       4.20351125E-06
   2.62500000      0.500000000       3.40584825E-06
   2.87500000      0.500000000       2.79468895E-06
   3.12500000      0.500000000       2.32412572E-06
   3.37500000      0.500000000       1.95781286E-06
   3.62500000      0.500000000       1.67088365E-06
   3.87500000      0.500000000       1.44420972E-06
   4.12500000      0.500000000       1.26248790E-06
   4.37500000      0.500000000       1.11615418E-06
   4.62500000      0.500000000       9.96600306E-07
   4.87500000      0.500000000       8.97418545E-07
   5.12500000      0.500000000       8.14591715E-07
   5.37500000      0.500000000       7.44580973E-07
   5.62500000      0.500000000       6.84612814E-07
   5.87500000      0.500000000       6.32774231E-07
   6.12500000      0.500000000       5.87439501E-07
   6.37500000      0.500000000       5.47652007E-07
   6.62500000      0.500000000       5.12264080E-07
   6.87500000      0.500000000       4.80701829E-07
   7.12500000      0.500000000       4.52295836E-07
   7.37500000      0.500000000       4.26663519E-07
   7.62500000      0.500000000       4.03422291E-07
   7.87500000      0.500000000       3.82285151E-07
   8.12500000      0.500000000       3.62869656E-07
   8.37500000      0.500000000       3.45175692E-07
   8.62500000      0.500000000       3.28820704E-07
   8.87500000      0.500000000       3.13804748E-07
   9.12500000      0.500000000       2.99936517E-07
   9.37500000      0.500000000       2.87024704E-07
   9.62500000      0.500000000       2.75069340E-07
   9.87500000      0.500000000       2.63974755E-07
   10.1250000      0.500000000       2.53549672E-07
  0.125000000       1.00000000       1.68344450E-05
  0.375000000       1.00000000       3.95373245E-05
  0.625000000       1.00000000       3.96712203E-05
  0.875000000       1.00000000       3.31677438E-05
   1.12500000       1.00000000       2.63390884E-05
   1.37500000       1.00000000       2.06389795E-05
   1.62500000       1.00000000       1.61592325E-05
   1.87500000       1.00000000       1.27315152E-05
   2.12500000       1.00000000       1.01205605E-05
   2.37500000       1.00000000       8.13126098E-06
   2.62500000       1.00000000       6.60868182E-06
   2.87500000       1.00000000       5.43805618E-06
   3.12500000       1.00000000       4.53330676E-06
   3.37500000       1.00000000       3.82748840E-06
   3.62500000       1.00000000       3.27277985E-06
   3.87500000       1.00000000       2.83283885E-06
   4.12500000       1.00000000       2.48088554E-06
   4.37500000       1.00000000       2.19588060E-06
   4.62500000       1.00000000       1.96252040E-06
   4.87500000       1.00000000       1.76798983E-06
   5.12500000       1.00000000       1.60578543E-06
   5.37500000       1.00000000       1.46844729E-06
   5.62500000       1.00000000       1.35081086E-06
   5.87500000       1.00000000       1.24885912E-06
   6.12500000       1.00000000       1.15991463E-06
   6.37500000       1.00000000       1.08149027E-06
   6.62500000       1.00000000       1.01186481E-06
   6.87500000       1.00000000       9.49699142E-07
   7.12500000       1.00000000       8.93654544E-07
   7.37500000       1.00000000       8.43156954E-07
   7.62500000       1.00000000       7.97249982E-07
   7.87500000       1.00000000       7.55551241E-07
